rank,word_fr,word_en,tag,phrase_fr,phrase_en
4379,insuffisance,"inadequacy, insufficiency",nf, nous voulons corriger les insuffisances actuelles , we want to correct current inadequacies 
4380,librairie,"bookstore, bookshop",nf," les prix, dans cette librairie, sont très compétitifs ", the prices in this bookstore are very competitive
4381,parenthèse,"parenthesis, bracket, aside",nf, je dirais en parenthèses que l'histoire présente est opaque , I would add parenthetically that this story is opaque
4382,miser,"to bet, stake",v, si vous allez miser pour moi...alors on sera quittes , if you're going to bet for me...then we'll be even
4383,stupéfiant,"drug, narcotic; stunning, astounding",nadj, on servit un repas stupéfiant , we served a stunning meal 
4384,boursier,"grant-holder, scholarship holder; stock",nadj," en un an, sa valeur boursière a été divisée par 350 "," in one year, its stock value sunk to 1/350 of its value"
4385,levée,"raising, levying, levee",nf, la Commission européenne a voté la levée de cet embargo , the European Commission voted to lift this embargo
4386,déformer,"to bend, distort, deform",v, ils ont déformé les faits , they have distorted the facts 
4387,menaçant,"threatening, menacing",adj, elle le chasse en le menaçant avec un couteau , she chased him brandishing a knife 
4388,nord-est,north-east,nmi, le nord-est des Etats-Unis frappé par les pluies verglaçantes , northeastern U.S. hit by freezing rains
4389,substitution,"substitution, mix-up",nf, il y a la substitution du dialogue homme/machine au dialogue homme/femme , there is a substitution of man/machine dialog for man/woman dialogue
4390,parer,"to adorn, put on; to ward off, parry",v, parez les équipements de sauvetage , put on the lifesaving equipment 
4391,avantageux,"profitable, worthwhile, advantageous, attractive",nadj(pl), les prix étaient plus avantageux , the prices were more attractive 
4392,handicaper,to handicap,v, la croissance mondiale risque d'handicaper leurs exportations , worldwide growth threatens to handicap their exports
4393,filmer,"to film, shoot",v, c'était filmé pour la télé , it was filmed for TV 
4394,délinquant,"delinquent, offender",nadj, nous avons réclamé un registre des délinquants sexuels , we have called for a sexual offenders registry
4395,perdant,"losing, loser",nadj, je suis le plus grand perdant , I'm the greatest loser 
4396,altitude,"altitude, height",nf, il a plu à basse altitude , it was raining at lower altitudes 
4397,imputer,"to impute to, attribute to",v, il est facile d'imputer aux autres sa propre mauvaise volonté , it's easy to blame others for one's own ill will
4398,plaisanter,to joke,v," du calme, je plaisante "," take it easy, I'm joking "
4399,poétique,"poetic, poetical, poetics",nadj(f), le français est un langage poétique , French is a poetic language 
4400,desservir,"to clear, go against, harm, serve",v, nous ne desservons pas adéquatement les auditeurs , we don't adequately serve our listening audience
4401,mensuel,monthly,nadj, il touchait un salaire mensuel de 70.000 francs ," he earned a monthly salary of 70,000 francs "
4402,connerie,"crap, bullsh!t, stupidity",nf," oui, mec. arrête tes conneries "," yeah, man. stop your bullsh!t "
4403,sanglant,"bloody, cruel, covered in blood",adj, il avait un trou sanglant , he had a bloody hole 
4404,coude,elbow,nm, j'ai mal au coude , I have a sore elbow 
4405,ôter,"to remove, take away, take off, take out",v, j'ôtai donc ma veste et mes chaussures , so I removed my jacket and my shoes 
4406,report,"postponement, deferment",nm, nous sommes contre le report des élections , we're against postponing the elections 
4407,créature,creature,nf, tu es la plus belle créature que j'aie jamais vue , you are the most beautiful creature I have ever seen
4408,aucunement,"in no way, not in the least, not at all",adv, je ne me sens aucunement coupable , I don't feel at all guilty 
4409,globalement,globally,adv," globalement, la réponse humanitaire a été positive ", the worldwide humanitarian response was positive
4410,convenable,"suitable, appropriate, correct, proper, acceptable",adj(f), ils ont droit à une retraite convenable , they have the right to a reasonable retirement 
4411,itinéraire,"itinerary, route",nadj(f), leur itinéraire n'est pas encore fixé , their itinerary is not yet set 
4412,purger,"to purge, bleed, drain",v, ça va purger son système en une nuit , this will purge his system in one night 
4413,fâcher,"to anger, make angry, get angry",v, il est sûrement fâché contre moi , he's surely upset with me 
4414,repasser,"to cross again, retake, show again, iron",v, si je te dérange je peux repasser , if I'm disturbing you I can come back another time 
4415,alternatif,"alternate, alternating",adj, le rock alternatif francophone est en train de mourir , French alternative rock is dying out 
4416,palier,"landing, level, flat",nm, j'allai sur le palier et frappai à sa porte , I went onto the porch and knocked at her door 
4417,prochainement,"shortly, soon",adv, prévoyez-vous d'autres séries de concert prochainement? , are you planning other concert series soon?
4418,réglementaire,"regulation, control, statutory",adj(f), il démantèle la structure réglementaire de la loi actuellement en vigueur , it dismantles the regulatory structure of the current law
4419,costume,"suit, costume, dress",nm," voici un très beau costume, en pure laine "," here's a very beautiful suit, made of pure wool "
4420,thérapie,therapy,nf, mon jardin c'est une thérapie , my garden is a therapy 
4421,reproche,reproach,nm, ce sont surtout là les reproches des communistes , that is mostly communist innuendo 
4422,curé,parish priest,nm, je me confesserai au curé , I will confess to my parish priest 
4423,contrôleur,"inspector, controller",nm, les contrôleurs en grève ont obtenu jeudi soir satisfaction , the striking controllers reached agreement Thursday night
4424,soulagement,relief,nm, j'ai besoin du soulagement , I need relief 
4425,dissoudre,"to dissolve, disband, break up",v, je fis dissoudre dans le lait une poudre somnifère , I dissolved some sleeping powder in the milk
4426,avalanche,avalanche,nf, le danger d'avalanches est encore faible , avalanche danger is still low 
4427,mark,mark,nm, sa monnaie de référence est le mark allemand , its reference currency is the German mark 
4428,brèche,"breach, gap",nf," c'était une brèche, dans la clôture, une large brèche ", it was a gap in the fence 
4429,incitation,"incitement, incentive",nf, il y a eu de l'incitation au piratage , there was an incentive to engage in piracy 
4430,entraîneur,"coach, trainer",nm, maintenant je travaille avec quelques entraîneurs , now I work with some trainers 
4431,éditorial,editorial,nadj, pourriez-vous nous parler de vos choix éditoriaux? , could you talk about your editorial choices?
4432,conjugal,"conjugal, married",adj, ils vivent dans une relation conjugale , they live in a conjugal relationship 
4433,pâle,pale,adj(f)," monsieur, vous êtes pâle, vous avez l'air fatigué "," sir, your're pale, you look tired "
4434,relâcher,"to loosen, release, let go",v, le plus âgé a depuis été relâché , the oldest one has since been let go 
4435,visa,"visa, stamp",nm, il s'est avéré que le visa était faux , it turned out that the visa was false 
4436,vingt-cinq,twenty five,"det,nmi"," ils nous envoyaient quinze, vingt, vingt-cinq films de plus "," they sent us fifteen, twenty, twenty-five more films"
4437,péché,sin,nm, pardonnez-moi mon père car j'ai péché ," forgive me Father, for I have sinned "
4438,gendarme,policeman,"nm,nf", les gendarmes poursuivent leurs investigations , the policemen are pursuing their investigations
4439,sécheresse,"dryness, drought",nf," après dix années de sécheresse, il pleut au Sahel "," after ten years, of drought, it's raining in the Sahel"
4440,score,score,nm, c'est vrai que les bons scores me font plaisir , it's true that I enjoy good scores 
4441,goûter,"to taste, snack","nm,v", je goûtai à la confiture , I tasted the jam 
4442,renier,"to disown, repudiate, go back on",v," tu renies ton passé, notre amour, TA fille "," you're disowning your past, our love, YOUR daughter"
4443,juridiction,"jurisdiction, court of law",nf, la haute juridiction a mis sa décision en délibéré , the upper jurisdiction put its decision to debate
4444,prostitution,prostitution,nf, on légalise la prostitution , we're legalizing prostitution 
4445,fiche,"card, sheet, slip, form",nf, mais je dois remplir cette fiche , but I have to fill out this form 
4446,déséquilibre,imbalance,nm, mon budget personnel est en déséquilibre , my personal budget is out of balance 
4447,probabilité,"probability, likelihood",nf, t'es-tu intéressé à la théorie des probabilités? , are you interested in probability theory? 
4448,entraver,"to hinder, hamper, get in the way of",v, son pantalon entravait la liberté de ses mouvements , his trousers hampered his freedom of movement
4449,sous-estimer,to underestimate,v, ne sous-estimez pas votre charme , don't underestimate your charm 
4450,embargo,embargo,nm, l'OTAN se préparent à décréter un embargo pétrolier , NATO is preparing to announce an oil embargo
4451,interdit,"prohibited, banned",nadj, l'entrée était strictement interdite , entry was strictly forbidden 
4452,brouillard,"fog, mist, haze",nm, peu à peu le brouillard se fait moins épais , the fog gradually lifted 
4453,syrien,Syrian,nadj, le président syrien avait confirmé cet entretien , the Syrian president confirmed this interview 
4454,jet,"jet, throw, spray, nozzle",nm, il traversait cet etat dans un jet privé , he crossed this state in a private jet 
4455,trêve,truce,nf, nous rejetons toute idée de trêve ou de négociation politique , we reject any idea of a truce or political negotiation
4456,occupant,"occupant, occupier, occupying",nadj, le parlement négocie avec les occupants , the parliament is negotiating with the occupants 
4457,ponctuel,punctual,adj, c'est à vous dégoûter d'être toujours ponctuel , I'm always on time in order to annoy you 
4458,défini,definite,nadj, vous n'avez aucun rôle défini dans ce partenariat , you have no definite role in this partnership
4459,détachement,detachment,nm, elle parle de tout avec un détachement singulier , she talks about everything with remarkable indifference
4460,manuscrit,"manuscript, handwritten",adj, je jetterai au feu tous mes manuscrits , I will toss all my manuscripts into the fire 
4461,panier,basket,nm, par terre s'empilaient encore des paniers et des caisses , still more baskets and boxes were piling up on the ground
4462,bouton,"button, knob, spot",nm, elle pressa le bouton qui commande l'ouverture de la porte , she pushed the button that opened the door
4463,immobile,"still, motionless",adj(f)," je restais là, immobile "," I stayed there, motionless "
4464,fermeté,"firmness, solidness, steadiness",nf," la patience, la tolérance et la fermeté sont nécessaires "," patience, tolerance, and firmness are necessary"
4465,véhiculer,"to transport, convey",v, je peux véhiculer ça sans aucun problème ," I can deliver this by vehicle, no problem "
4466,répliquer,to reply,v, l'orateur répliqua que c'était presque fait , the speaker responded that it was almost done 
4467,passionnant,"fascinating, exciting",adj, j'aimais tant étudier que je trouvais passionnant d'enseigner , I loved studying so much that I found teaching exciting
4468,théologie,theology,nf," en théologie, on m'enseignait des choses intelligentes ", in theology I was taught intelligent things
4469,advenir,"to happen that, happen to",v, on ignore ce qu'il est advenu de lui , we have no idea what has become of him 
4470,immigrer,to immigrate,v, mes grands-parents ont immigré au Canada , my grandparents immigrated to Canada 
4471,tache,"stain, spot, mark",nf," c'est une tache d'humidité, dis-je "," it's a humidity stain, I said "
4472,tendresse,"tenderness, fondness",nf, la femme a plus de tendresse que l'homme , women have more tenderness than men 
4473,privilégié,privileged,nadj, j'ai eu une vie protégée et privilégiée , I had a protected and privileged life 
4474,slogan,slogan,nm," quand je l'écoute, un slogan me vient en tête "," while listening to her, I thought of a motto "
4475,fromage,cheese,nm, je n'ai jamais vraiment aimé les fromages , I have never really liked cheese 
4476,toxique,"toxic, toxin",nadj(f), attention aux produits de jardinage toxiques , be careful of toxic gardening products 
4477,incapacité,"incompetence, incapability",nf, tout démontre notre incapacité à prendre des décisions collectives , everything demonstrates our inability to make collective decisions
4478,pharmaceutique,pharmaceutical,nadj(f)," les compagnies pharmaceutiques sont très, très, très riches "," pharmaceutical companies are very, very, very rich"
4479,parfum,"perfume, scent, fragrance",nm, divers sont les parfums des fleurs , flowers' scents vary widely 
4480,antique,"antique, ancient",nadj(f), le château me semblait immense et antique , the castle seemed immense and ancient to me 
4481,controversé,"much debated, controversial",adj," des problèmes difficiles et controversés, mais tout aussi urgents ", difficult and controversial problems that are nonetheless urgent
4482,instinct,instinct,nm, tu as tous les mauvais instincts , you have all the wrong instincts 
4483,barreau,bar,nm, je me suis trouvé derrière les barreaux , I found myself behind bars 
4484,insupportable,intolerable,adj(f), l'horreur de cette agonie était insupportable , the horror of this agony was unbearable 
4485,opportun,"timely,",adj, je n'ai pas trouvé le moment opportun , I didn't find the right moment 
4486,parquet,"parquet floor, hardwood floor, prosecutor's office",nm, une autopsie a été ordonnée par le parquet , the prosecutor ordered an autopsy 
4487,navigation,navigation,nf, la navigation sur le Danube est bloquée depuis 18 mois , navigation on the Danube has been blocked for 18 months
4488,contrarier,"to annoy, bother, thwart",v, je les soupçonnais de vouloir me contrarier , I suspected them of wanting to hassle me 
4489,nouer,"to knot, tie",v," l'estomac noué, j'oubliais la compétition "," my stomach in knots, I forgot the competition "
4490,frustration,frustration,nf, cela ne va pas sans frustration chez moi , it's not without frustration on my part 
4491,cinquantaine,about fifty,nf, certains d'entre eux emploient une cinquantaine de salariés , some of them have about fifty employees
4492,improviser,to improvise,v, je suis doué pour improviser , I'm gifted at improvisation 
4493,désespéré,"desperate, hopeless",nadj, j'envoyai un regard désespéré à mon père , I looked desperately at my father 
4494,auto,car,"nm,nf", des amis venaient nous chercher en auto , friends came by car to pick us up 
4495,troupeau,"herd, flock",nm," tu fais partie de mon troupeau, à présent. bienvenue "," you're part of my flock, now. welcome "
4496,gendarmerie,"police force, police station",nf, ils ont aussitôt alerté la gendarmerie , they immediately warned police headquarters 
4497,génétiquement,genetically,adv, nous consommons des aliments génétiquement modifiés , we consume genetically modified foods
4498,analogue,"similar, analogous",nadj(f), la situation est analogue sur le plan mondial , the situation is similar on a worldwide scale 
4499,venu,come,nadj," le moment venu, on allumera le phare de la liberté "," when the time comes, we will light the flame of liberty"
4500,ironique,ironic,adj(f), il a un sourire ironique et satisfait , he has an ironic and satisfied smile 
4501,sanitaire,"health, sanitary, medical",nadj(f), il n'a pas respecté les règles sanitaires , he didn't obey the sanitation rules 
4502,sonore,"sound, resonant, sonorous, voiced",nadj(f), il éclata d'un rire sonore , he broke into a hearty laugh 
4503,initier,"to initiate, introduce",v, j'ai commencé à m'initier à la Bible , I started to become familiar with the Bible 
4504,mœurs,"morals, customs, habits, manners, ways",nfpl, il avait des mœurs un peu bizarres , his morals were somewhat bizarre 
4505,cessez-le-feu,ceasefire,nmi, ces nouvelles violences menacent le fragile cessez-le-feu , this new violence is threatening the fragile ceasefire
4506,bénévole,"volunteer, voluntary, unpaid",nadj(f), je félicite le personnel et les bénévoles de l'UNICEF , I congratulate the UNICEF employees and volunteers
4507,boue,mud,nf, le trottoir était couvert d'une boue glacée , the sidewalk was covered with frozen mud 
4508,empereur,emperor,nm, ton empereur te demande ta loyauté , your emperor demands your loyalty 
4509,dissiper,"to dispel, disperse, clear away",v, le soleil avait dissipé les nuages , the sun dispersed the clouds 
4510,déclin,"decline, deterioration",nm," leur nombre est en déclin, mais ils sont encore assez nombreux "," their number is declining, but they are still numerous enough"
4511,liquider,"to liquidate, sell off, clear",v, sommes-nous en train de dissiper nos actifs les plus précieux? , are we liquidating our most precious assets?
4512,maintenance,"maintenance, servicing",nf, la maintenance des bateaux est moins bien assurée , upkeep of the boats is less certain 
4513,prévisible,"predictable, forseeable",adj(f), le dénie est la plus prévisible des réponses humaines , denial is the most predictable of human responses
4514,pneu,tire,nm, je changerai le pneu , I'll change the tire 
4515,fraude,fraud,nf, tu es coupable de fraude , you're guilty of fraud 
4516,coton,cotton,nm, l'industrie du coton y est une source majeure de pollution , the cotton industry is a major source of pollution
4517,entrevoir,"to make out, catch a glimpse of, foresee",v," pour l'avenir, elle entrevoit des débouchés intéressants "," for the future, she anticipates interesting opportunities"
4518,stipuler,"to state, stipulate, specify",v, les voeux ne stipulent pas le bébé , the vows don't stipulate the baby 
4519,remédier,"to cure, remedy, put right",v," pour remédier à cette affaire, il faut du courage "," to resolve this matter, courage will be necessary"
4520,flotter,"to float, hang, stream",v, j'étais équipée pour flotter par-dessus les nuages , I was outfitted to float above the clouds 
4521,fraction,fraction,nf, tu fais une fraction de ce que tu suis , you do a fraction of what you follow 
4522,impossibilité,impossibility,nf, c'est une impossibilité physiologique , it's a physiological impossibility 
4523,conditionnel,conditional,nadj, le meurtrier pourra demander une libération conditionnelle , the murderer will be able to request parole
4524,nuance,"shade, hue, nuance",nf, vous ne pensez pas que c'est une belle nuance de bleu? , don't you think it's a pretty shade of blue?
4525,improbable,"unlikely, improbable",adj(f), l'unanimité était assez improbable , unanimity was rather improbable 
4526,enquêteur,"investigator, pollster",nm, les enquêteurs ont nié vendredi avoir torturé le suspect , on Friday the interrogators denied having tortured the suspect
4527,conjointement,jointly,adv, nous devons conjointement exercer une pression , we must exert pressure together 
4528,éclaircir,"to brighten up, clear up",v, le temps éclaircira ce mystère , time will clear up this mystery 
4529,bordel,"brothel, mess, chaos",nm," un jour, la patronne du bordel m'envoya chez un autre libertin "," one day, the madame of the brothel sent me to another libertine's place"
4530,impatient,impatient,nadj, je suis impatiente de relever ces défis , I'm eager to take up these challenges 
4531,versement,payment,nm," les versements aux hôpitaux publics progressent de 0,7 % ", payments to public hospitals increased by 0.7%
4532,bosser,"to work, bash on",v, j'avais bossé dessus toute la nuit , I had been working on it all night 
4533,articuler,to articulate,v, il parlait lentement et articulait avec soin , he spoke slowly and articulated carefully 
4534,successivement,successively,adv, mes recherches ont successivement porté sur deux domaines , my research focused sequentially on two areas
4535,assurément,most certainly,adv," la thèse se discute, assurément ", the argument is most assuredly being discussed 
4536,provision,"stock, supply",nf, tu as acheté les provisions pour le repas de midi? , did you buy supplies for lunch? 
4537,amplifier,"to amplify, magnify, expand",v, amplifiez le son , amplify the sound 
4538,ceinture,"belt, waist",nf, veuillez attacher votre ceinture , please attach your seatbelt 
4539,intergouvernemental,intergovernmental,adj, l'esprit des accords intergouvernementaux conclus avec les provinces , the spirit of intergovernmental agreements involving the provinces
4540,délibération,"deliberation, debate, consideration",nf, lisez la transcription des délibérations , read the transcript of the debate 
4541,mexicain,Mexican,nadj, j'étais couchée sur la couverture mexicaine , I was lying down on the Mexican blanket 
4542,seigneur,lord,nm, le Seigneur est mon berger , the Lord is my shepherd 
4543,saisonnier,seasonal,adj, le tourisme est une industrie saisonnière , tourism is a seasonal industry 
4544,souterrain,"underground, underground passage",nadj, ils découvraient un corridor souterrain , they discovered an underground corridor 
4545,merveille,"marvel, wonder",nf, je suis une merveille de la nature , I'm a wonder of nature 
4546,restituer,"to return, restore, refund",v," en cas de rupture, il ne restituera rien "," in case of breach of contract, he will not refund anything"
4547,démon,"demon, fiend",nm, les démons aussi ont la foi , devils have faith too 
4548,balancer,"to swing, sway",v, cela plie terriblement et se balance à la moindre brise , this folds terribly and sways with the slightest breeze
4549,disponibilité,availability,nf, les objectifs de disponibilité sont des facteurs importants , goals for availability are important factors
4550,infiniment,infinitely,adv, votre idée me fait infiniment plaisir , your idea pleases me infinitely 
4551,acquis,"acquired, experience",nadj(pl), comptez-vous consolider vos acquis en France? , do you plan to consolidate your acquisitions in France?
4552,récepteur,"receiver, receiving",nm, il avait négligé de décrocher le récepteur , he had forgotten to lift up the receiver 
4553,glissement,"sliding, slipping, skidding",nm, des glissements de neige humide pourraient se produire , wet snowslides could occur 
4554,auditeur,"auditor, listener",nm, mais le choix appartient aux auditeurs , but the choice belongs to the listener 
4555,indigène,"native, local",nadj(f), il reste à convaincre les indigènes de vendre leurs terres , the natives still have to be convinced to sell their lands
4556,chocolat,chocolate,"adji,nm", je t'ai apporté des chocolats , I brought you some chocolates 
4557,indirectement,indirectly,adv, j'étais impliqué aussi bien directement qu'indirectement , I was implicated as directly as I was indirectly
4558,obtention,"obtaining, achievement",nf, l'obtention d'un diplôme est une occasion spéciale , obtaining a diploma is a special occasion 
4559,grandissant,"growing, increasing",adj, l'insatisfaction grandissante exige une action rapide , growing dissatisfaction requires a rapid response
4560,chagrin,"grief, sorrow,","adj,nm", j'en ai eu des moments de chagrin dans ma vie , I have had moments of sorrow in my life 
4561,prostitué,prostitute,nadj, toutes deux étaient filles de prostituée , both were daughters of a prostitute 
4562,lumineux,"luminous, illuminated; light",adj(pl)," la salle est bruyante, très lumineuse "," the room is noisy, very bright "
4563,soupe,soup,nf," mange ta soupe, dis-je "," eat your soup, I said "
4564,bravo,"bravo, well done","intj,nm", j'ai de bonnes nouvelles. bravo. vos appels ont porté leurs fruits , I have good news. congratulations. your appeals worked
4565,appréhender,"to dread, apprehend",v, 15.000 clandestins ont été appréhendés ," 15,000 illegal immigrants were apprehended "
4566,concitoyen,fellow citizen,nm," mes chers concitoyens, je sais que vous êtes fatigués "," my dear fellow citizens, I know you're exhausted"
4567,flèche,arrow,nf, cette flèche indique l'ordre de traitement , this arrow shows the order of processing 
4568,libéralisation,liberalization,nf, la libéralisation économique est désormais quasiment achevée , economic freedom is henceforth largely achieved
4569,complot,"plot, conspiracy",nm," je n'aime pas les complots, les mystères ", I don't like conspiracies or mysteries 
4570,signataire,signatory,"nm,nf", je crois qu'il faut 30 signataires , I think we need 30 signatures 
4571,ski,"ski, skiing",nm, je fais du ski , I ski 
4572,douanier,customs officer,nadj, il n'y avait pas de contrôle douanier , there was no customs check 
4573,syndrome,syndrome,nm, je souffre ... du syndrome du manque d'amour , I suffer from lack-of-love syndrome 
4574,météo,weather forecast,nf, on nous annonçait la météo du lendemain , the next day's weather forecast was given to us 
4575,borner,"to limit, confine",v, nous nous bornons à faire notre travail , we confine ourselves to doing our work 
4576,triompher,"to triumph, beat",v, la démocratie finit toujours par triompher , democracy always triumphs 
4577,concrétiser,to materialise,v, j'espère vraiment concrétiser ce rêve un jour! , I really hope to realize this dream one day! 
4578,soumission,submission,nf, le foulard symbolise la soumission à Dieu , the head scarf symbolizes submission to God 
4579,continuellement,"continually, continuously",adv," je dors continuellement, et j'ai de la fièvre "," I sleep constantly, and I have a fever "
4580,dérober,"to steal, hide",v, on leur déroba leurs valises , their luggage was stolen 
4581,romancier,novelist,nm," un romancier raconte toujours une histoire, son histoire "," a novelist always tells a story, his story"
4582,sorcier,"sorcerer, witch",nm, les sorcières aussi tombent malades? , witches get sick too? 
4583,consigne,"deposit, orders, detention",nf, il rappelle quelques consignes générales , he recalls some general orders 
4584,harmonie,harmony,nf, nous devons travailler ensemble en parfaite harmonie , we must work together in perfect harmony
4585,blond,"blond, fair-haired",nadj, elle avait de jolis cheveux blonds , she had pretty blonde hair 
4586,pleuvoir,to rain,v, il trouve qu'il pleut tous les jours , he finds that it rains every day 
4587,déplaire,"to displease, be unhappy",v, tout ce qui est superflu déplaît à Dieu et à la nature , anything superfluous displeases God and nature
4588,innombrable,"innumerable, countless",adj(f), son existence résulte d'innombrables morts , its existence stems from an untold number of deaths
4589,félicitation,congratulation,nf, nous recevons de nombreuses lettres de félicitations , we receive many letters of congratulation
4590,inédit,"unpublished; original, new",nadj, dix-sept films inédits seront en compétition , seventeen unedited films will be competing 
4591,lance,lance,nf," ils forgeront des charrues, des lances "," they will make chariots, lances "
4592,désireux,"avid for, anxious to, desirous of",adj(pl), beaucoup seraient désireux de vous rencontrer , many people would be happy to meet you 
4593,diversifier,"to vary, diversify",v, on a un pays très diversifié , we have a very diversified country 
4594,vélo,"bike, bicycle",nm, elles se sont amenées hier en vélo , they arrived here yesterday by bicycle 
4595,fatigue,"tiredness, fatigue",nf, les gens sont peut-être fatigués , the people are perhaps tired 
4596,instabilité,instability,nf, l'instabilité politique demeure , political instability remains 
4597,pénaliser,"to penalize, punish",v, on est en train de pénaliser nos travailleurs , we're punishing our workers 
4598,comte,count,nm, le mari était comte. l'amant était marquis , the husband was a count. the lover was a marquis 
4599,amer,bitter,"adj,nm", une surprise amère l'attend , a bitter surprise awaits her 
4600,orchestre,orchestra,nm, les orchestres ne veulent pas de ma musique , orchestras don't want my music 
4601,foncier,"land-related, land, fundamental",adj, le code foncier va permettre cela , the land-use laws will allow that 
4602,dixième,tenth,"det,nm,nf", on ne comprend pas le dixième de ce que vous dites , we don't understand a tenth of what you're saying
4603,est,east,nmi, toutes les églises sont tournées vers l'est , all of the churches have turned their attention eastwards
4604,envelopper,"to wrap, surround, veil",v, donne-moi quelque chose pour envelopper le petit , give me something to wrap the infant in 
4605,troublant,disturbing,adj, c'est là quelque chose de très troublant , something's very wrong here 
4606,irrégulier,"irregular, uneven",adj, leurs revenus sont incertains et irréguliers , their income is uncertain and irregular 
4607,fouet,whip,nm, il marchait sous le fouet du maître , he walked under the whip of the master 
4608,baigner,"to bathe, wash, get a bath, go for a swim",v," je me baignai avec Anne, elle nageait doucement ", I swam with Anne; she was gently swimming
4609,fixation,"fixation, fixing",nf, le peintre procède alors à une fixation , the painter then becomes fixated 
4610,encadrement,"training, framing, supervision",nm, le personnel d'encadrement des ateliers est réduit , supervisory staff in the workshops is reduced
4611,déménager,to move,v, on a déménagé dans un petit local , we moved into a little nook 
4612,esthétique,"aesthetics, attractiveness; attractive",nadj(f), je ressens une passion esthétique , I feel an aesthetic passion 
4613,photographier,to photograph,v, allons nous faire photographier aux îles , let's go get photographed in the islands 
4614,insensé,insane,nadj, t'as un comportement insensé , your behavior is crazy 
4615,moderniser,to modernize,v, nous devons simplement moderniser ce système , we must simply modernize the system 
4616,expérimental,experimental,adj," du point de vue expérimental, il est bon de vérifier "," from an experimental standpoint, it's good to double-check"
4617,incomber,to be incumbent upon,v, ce rôle leur incombe maintenant , this role falls to them now 
4618,retombée,"fallout, consequences, effects",nf, je n'ai pas eu de mauvaises retombées , I haven't had any bad effects 
4619,équivaloir,"to be equivalent, amount to",v, cela équivaut à une taxe sur les malades , this amounts to a tax on sick people 
4620,différencier,to differentiate,v, je sais différencier un compliment d'une flatterie , I know the difference between a compliment and flattery
4621,éventail,"fan, range",nm, le gouvernement finance un éventail d'initiatives de recherche , the government is financing a range of research initiatives
4622,solde,balance; pay; sale,"nm,nf", tout est en solde dans Paris , everything's on sale in Paris 
4623,gâcher,"to waste, spoil",v, je ne voulais pas gâcher votre fête , I didn't want to ruin your party 
4624,régiment,regiment,nm, c'est le meilleur soldat du régiment , he's the best soldier in the regiment 
4625,chiite,Shiite,nadj(f)," la conférence devait réunir des leaders chiites, sunnites et kurdes "," the conference was meant to bring together Shiite, Sunni, and Kurdish leaders"
4626,bouleversement,upheaval,nm, le bouleversement est profond autour de nous , profound upheaval is all around us 
4627,relater,"to relate, recount",v, ils m'ont relaté des histoires cauchemardesques , they recounted nightmarish stories 
4628,décent,"decent, proper",adj," en surface, elle paraissait décente, prude et tout "," outwards, she appeared proper, prudish, and so on"
4629,éminent,"eminent, distinguished",adj, je souscris volontiers au verdict d'un éminent psychanalyste , I gladly concur with the verdict of a distinguished psychoanalyst
4630,instituteur,school teacher,nm, l'instituteur feuilletait un manuel de sociologie , the teacher paged through a sociology manual
4631,rayer,"to scratch, streak, stripe; to erase, strike out",v, tu portes une chemise rayée et une cravate rayée , you're wearing a striped shirt and a striped necktie
4632,concrètement,in concrete terms,adv, je vous demande concrètement si vous allez prendre des mesures sérieuses , I ask you concretely if you are going to take serious measures
4633,coulisse,"backstage, wings, behind the scenes",nf," car, en coulisse, on négocia "," for, behind the scenes, there were negotiations "
4634,enchaîner,"to chain up, connect, string together",v, tout semble s'enchaîner dans cette sinistre marche des événements , everything seemed to link together in this sinister sequence of events
4635,ratification,ratification,nf, le processus de ratification n'est pas mort , the ratification process is not dead 
4636,emplacement,"site, location",nm, les emplacements de camping sont séparés , the camping sites are separated 
4637,copier,"to copy, reproduce",v, j'ai copié l'article , I copied the article 
4638,inculper,to charge,v, les preuves étaient insuffisantes pour l'inculper , the evidence was insufficient to charge him 
4639,renouveau,renewal,nm," ce renouveau doit, naturellement, commencer par en haut ", this renewal of course has to come top-down
4640,néerlandais,Dutch,nadj(pl), la multinationale néerlandaise a annoncé de nouvelles pertes , the Dutch multinational announced new losses
4641,intégral,"complete, unabridged",adj, ils constituent un élément intégral de notre histoire , they constitute an integral part of our history
4642,spécification,specification,nf, il convient alors de respecter les spécifications supplémentaires , then it would be appropriate to honour the supplementary specifications
4643,documentation,"documentation, literature",nf, j'écris aussi des documentations en français , I also write documentation in French 
4644,logiquement,logically,adv," logiquement, il fallait que cette vie se termine "," logically, this life had to end "
4645,spectre,"spectrum, ghost",nm, le spectre d'un conflit nucléaire généralisé s'écarte , the threat of a widespread nuclear conflict is lessening
4646,harmoniser,"to harmonize, harmonize with",v, il harmonise les règles , he reconciled the rules 
4647,suédois,"Swedish, Swede",nadj(pl), nous avons même un correspondant suédois , we even have a Swedish correspondent 
4648,rouvrir,to reopen,v," quant aux écoles militaires, elles étaient rouvertes sans délai ", the military schools were reopened without delay
4649,débouché,"prospect, opportunity, opening",nm, il existe de nombreux débouchés dans plusieurs branches , there are several openings in many branches
4650,croisé,twill; alternate; crusader; crossed,nadj, nos chemins se sont croisés de façon intéressante , our paths crossed in an interesting manner 
4651,fléau,"scourge, plague",nm, la pauvreté est un fléau , poverty is a plague 
4652,traversée,crossing,nf, la traversée avait duré juste trois heures , it only took three hours to make the crossing 
